Step Type,Target Page,Step Number,Step Title,Option
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,8,8,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,9,9,
Customized Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,10ia,10 - Incubator asset,
Incubation,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,10ii,10 - Incubation interval,Interval Duration
Customized Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,11,11,
Incubation,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,12,12,Interval Duration
Incubation,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,7,7,Interval Duration
Incubation,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,13,13,Interval Duration
Incubation,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,14,14,Interval Duration
Incubation,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,15,15,Interval Duration
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,16,16,
Customized Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,17,17,
Instructional Step,~vDelToroC : NFS-60 NAB – CROSS-REACTIVITY ASSAY DAY 1,18,18,
Customized Step,WsRepo : Day 2  {28612486},1,1,
Customized Step,WsRepo : Day 2  {28612486},2,2,
Incubation,WsRepo : Day 2  {28612486},3,3,Interval Duration
Instructional Step,WsRepo : Day 2  {28612486},4,4,
Instructional Step,WsRepo : Day 2  {28612486},5,5,
Incubation,WsRepo : Day 2  {28612486},6,6,Interval Duration
Incubation,WsRepo : Day 2  {28612486},7,7,Interval Duration
Instructional Step,WsRepo : Day 2  {28612486},8,8,
Customized Step,WsRepo : Day 2  {28612486},9,9,
Customized Step,WsRepo : Day 2  {28612486},9,9,
Customized Step,WsRepo : Day 2  {28612486},9,9,
Customized Step,WsRepo : Day 2  {28612486},9,9,
Customized Step,WsRepo : Day 2  {28612486},9,9,
Customized Step,~vDelToroC : Assay Day 1,9,9,
Customized Step,WsRepo : Day 1  {28612486},19,19,
Customized Step,WsRepo : Day 1  {28612486},16,16,
Customized Step,WsRepo : Day 1  {28612486},16,16,
Customized Step,WsRepo : Day 1  {28612486},16,16,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},1,1,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},2,2,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},3,3,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},4,4,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},5,5,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},6,6,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},7,7,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},8,8,
Incubation,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},9ii,9 - Incubation Interval,Interval Duration
Customized Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},9ia,9 - Incubator asset,
Customized Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},10,10,
Incubation,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},11,11,Interval Duration
Incubation,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},12,12,Interval Duration
Incubation,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},13,13,Interval Duration
Incubation,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},14,14,Interval Duration
Customized Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},15,15,
Customized Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},16,16,
Instructional Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},17,17,
Customized Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},18,18,
Customized Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},1,1,
Customized Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},2,2,
Customized Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},3,3,
Instructional Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},4,4,
Instructional Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},5,5,
Incubation,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},6,6,Interval Duration
Incubation,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},7,7,Interval Duration
Instructional Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},8,8,
Customized Step,WsRepo : NFS-60 NAB - CONFIRMATORY ASSAY DAY 2   {28612657},9,9,
Instructional Step,WsRepo : U-87 MG Cell Thaw Worksheet,1,1,
Instructional Step,WsRepo : U-87 MG Cell Thaw Worksheet,2,2,
Instructional Step,WsRepo : U-87 MG Cell Thaw Worksheet,3,3,
Instructional Step,WsRepo : U-87 MG Cell Thaw Worksheet,4,4,
Instructional Step,WsRepo : U-87 MG Cell Thaw Worksheet,5,5,
Instructional Step,WsRepo : U-87 MG Cell Thaw Worksheet,6,6,
Customized Step,WsRepo : U-87 MG Cell Thaw Worksheet,7,7,
Customized Step,WsRepo : U-87 MG Cell Thaw Worksheet,ft,Feeding Table,
Customized Step,WsRepo : U-87 MG Cell Thaw Worksheet,9,9,
Customized Step,WsRepo : U-87 MG Cell Thaw Worksheet,ft,Feeding Table,
Customized Step,WsRepo : U-87 MG Cell Maintenance Worksheet,1,1,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,2,2,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,2,2,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,3,3,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,4,4,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,5,5,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,6,6,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,7,7,
Instructional Step,WsRepo : U-87 MG Cell Maintenance Worksheet,8,8,
Customized Step,WsRepo : U-87 MG Cell Maintenance Worksheet,9,9,
Customized Step,WsRepo : U-87 MG Cell Maintenance Worksheet,10,10,
Customized Step,WsRepo : U-87 MG Cell Maintenance Worksheet,11,11,
Customized Step,WsRepo : Day 2  {28612486},10a,10 A - Incubator asset,
Incubation,WsRepo : Day 2  {28612486},10b,10 B - Incubation interval,Interval Duration
Customized Step,WsRepo : Day 1  {28612486},10a,10 A - Incubator asset,
Incubation,WsRepo : Day 1  {28612486},10b,10 B - Incubation interval,Interval Duration
Customized Step,WsRepo : Day 2  {28612486},9,9,
Customized Step,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},9a,9 A - Incubator asset,
Incubation,WsRepo : NFS-60 NAB – CONFIRMATORY ASSAY DAY 1   {28612657},9b,9 B - Incubation Interval,Interval Duration
Customized Step,WsRepo : Cell Splitting Worksheet for UMUC3-hAMY1R Cells,7,7,
Customized Step,~vDelToroC : Assay Day 1,7,7,
Customized Step,~vDelToroC : Assay Day 1,7,7,
Customized Step,WsRepo : U-87 MG Cell Maintenance Worksheet,FeedingTable,Feeding Table,
Incubation,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,1,1,Interval Duration
Instructional Step,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,2,2,
Incubation,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,3,3,Interval Duration
Instructional Step,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,4,4,
Instructional Step,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,5,5,
Incubation,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,6,6,Interval Duration
Instructional Step,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,7,7,
Incubation,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,8,8,Interval Duration
Instructional Step,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,9,9,
Instructional Step,WsRepo : Quantitation of AGEN1181 in Human Serum Samples,10,10,
Customized Step,WsRepo : AAV6 NAb Assay Execution,1,1,
Customized Step,WsRepo : AAV6 NAb Assay Execution,2,2,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,3,3,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,4,4,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,5,5,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,6,6,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,7,7,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,8,8,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,9,9,
Interval Step,WsRepo : AAV6 NAb Assay Execution,10,10,Interval Duration
Customized Step,WsRepo : AAV6 NAb Assay Execution,11,11,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,12,12,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,13,13,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,14,14,
Interval Step,WsRepo : AAV6 NAb Assay Execution,15,15,Interval Duration
Customized Step,WsRepo : AAV6 NAb Assay Execution,16,16,
Customized Step,WsRepo : AAV6 NAb Assay Execution,17,17,
Incubation,WsRepo : AAV6 NAb Assay Execution,18,18,Interval Duration
Incubation,WsRepo : AAV6 NAb Assay Execution,19,19,Interval Duration
Instructional Step,WsRepo : AAV6 NAb Assay Execution,20,20,
Instructional Step,WsRepo : AAV6 NAb Assay Execution,21,21,
Incubation,WsRepo : AAV6 NAb Assay Execution,22,22,Interval Duration
Customized Step,WsRepo : AAV6 NAb Assay Execution,23,23,
Customized Step,WsRepo : AAV6 NAb Assay Execution,2,2,
Incubation,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,1,1,No Less than Lower Bound
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,2,2,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,3,3,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,4,4,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,5,5,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,6,6,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,7,7,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,8,8,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,9,9,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,10,10,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,11,11,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,12,12,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,13,13,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,14,14,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,15,15,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,16,16,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,17,17,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,18,18,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,19,19,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,20,20,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,21,21,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,22,22,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,23,23,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,23,23,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,24,24,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,24,24,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,25,25,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,26,26,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,27,27,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,28,28,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,29,29,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,30,30,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,31,31,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,31,31,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,32,32,
Interval Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,33p1,33 - Plate 1,Interval Duration
Interval Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,33p2,33 - Plate 2,Interval Duration
Interval Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,33p3,33 - Plate 3,Interval Duration
Incubation,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,34,34,No Less than Lower Bound
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,35,35,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,36,36,
Instructional Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,37,37,
Incubation,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,38p1,38 - Plate 1,Interval Duration
Incubation,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,38p2,38 - Plate 2,Interval Duration
Incubation,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,38p3,38 - Plate 3,Interval Duration
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,39,39,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,9,9,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,20,20,
N/A Step,~vDelToroC : Cinthia's Worksheet Stepifier,tst,tst,
,,,,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,4,4,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,4,4,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,p1,Plate 1 Assay/Sample Acceptance Criteria and Reportable Result,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,ac,Assay/Sample Acceptance Criteria and Reportable Result,
Customized Step,WsRepo : Determination of the Biological Activity of PF-06755347 in an Inhibitory-Cytotoxicity Cell-Based Bioassay (iCDC-Assay) for Sample Analysis,ac,Assay / Sample Acceptance Criteria and Reportable Result,
